1	100
1	101
1	103
1	104
1	108
1	131
1	132
1	154
1	159
1	168
1	171
1	24
1	35
1	42
1	46
1	60
1	74
1	78
1	8
1	81
1	95
1	98
1	99
10	103
10	11
10	112
10	113
10	114
10	127
10	130
10	14
10	141
10	151
10	158
10	161
10	164
10	192
10	195
10	196
10	49
10	53
10	57
10	60
10	61
10	69
10	7
10	70
10	71
10	74
10	87
100	101
100	105
100	106
100	107
100	108
100	109
100	110
100	122
100	123
100	131
100	132
100	135
100	136
100	154
100	164
100	168
100	170
100	171
100	174
100	178
100	179
100	182
100	194
100	197
100	22
100	24
100	32
100	33
100	35
100	40
100	43
100	44
100	46
100	58
100	59
100	60
100	62
100	63
100	64
100	65
100	66
100	78
100	8
100	81
100	83
100	95
100	98
100	99
101	105
101	106
101	107
101	108
101	109
101	110
101	122
101	123
101	131
101	132
101	135
101	136
101	154
101	164
101	166
101	168
101	170
101	171
101	174
101	178
101	179
101	182
101	187
101	194
101	197
101	22
101	32
101	33
101	35
101	40
101	43
101	44
101	46
101	58
101	60
101	62
101	63
101	64
101	65
101	66
101	68
101	8
101	81
101	83
101	95
101	98
101	99
102	128
102	13
102	138
102	140
102	147
102	156
102	167
102	169
102	172
102	173
102	176
102	189
102	26
102	28
102	4
102	5
102	77
102	85
102	86
103	104
103	108
103	112
103	114
103	150
103	154
103	161
103	164
103	168
103	171
103	178
103	24
103	35
103	67
103	7
103	71
103	72
103	74
103	78
103	83
103	87
104	105
104	107
104	108
104	15
104	154
104	159
104	16
104	168
104	171
104	24
104	35
104	42
104	46
104	48
104	74
104	78
104	81
104	91
105	106
105	107
105	108
105	109
105	110
105	122
105	123
105	131
105	132
105	135
105	136
105	15
105	154
105	16
105	164
105	168
105	170
105	174
105	178
105	179
105	182
105	194
105	197
105	22
105	24
105	32
105	33
105	35
105	38
105	40
105	43
105	44
105	48
105	58
105	60
105	62
105	63
105	64
105	65
105	66
105	81
105	83
105	91
105	98
105	99
106	107
106	108
106	109
106	110
106	111
106	122
106	123
106	131
106	132
106	135
106	154
106	168
106	179
106	183
106	187
106	188
106	31
106	32
106	33
106	35
106	40
106	42
106	44
106	46
106	50
106	58
106	60
106	61
106	62
106	63
106	64
106	65
106	66
106	81
106	98
106	99
107	108
107	109
107	110
107	122
107	123
107	131
107	132
107	135
107	15
107	154
107	16
107	162
107	168
107	179
107	187
107	188
107	24
107	32
107	33
107	35
107	40
107	44
107	48
107	58
107	60
107	62
107	63
107	64
107	65
107	66
107	91
107	98
107	99
108	109
108	110
108	111
108	122
108	123
108	125
108	131
108	132
108	135
108	136
108	146
108	154
108	164
108	168
108	170
108	171
108	174
108	178
108	179
108	182
108	190
108	192
108	193
108	194
108	197
108	22
108	24
108	32
108	33
108	35
108	40
108	43
108	44
108	58
108	60
108	62
108	63
108	64
108	65
108	66
108	69
108	7
108	70
108	74
108	78
108	81
108	83
108	93
108	94
108	95
108	98
108	99
109	110
109	122
109	123
109	131
109	132
109	135
109	154
109	168
109	170
109	177
109	179
109	32
109	33
109	35
109	40
109	44
109	58
109	60
109	62
109	63
109	64
109	65
109	66
109	69
109	83
109	98
109	99
11	112
11	113
11	114
11	135
11	139
11	158
11	161
11	162
11	164
11	179
11	189
11	196
11	23
11	32
11	38
11	49
11	53
11	57
11	7
11	71
11	80
11	9
110	122
110	123
110	131
110	132
110	135
110	136
110	139
110	143
110	154
110	168
110	170
110	171
110	174
110	179
110	182
110	32
110	33
110	35
110	40
110	44
110	50
110	58
110	60
110	62
110	63
110	64
110	65
110	66
110	69
110	70
110	73
110	8
110	88
110	95
110	98
110	99
111	116
111	117
111	118
111	121
111	122
111	123
111	125
111	132
111	137
111	146
111	153
111	168
111	170
111	171
111	190
111	192
111	193
111	194
111	195
111	196
111	23
111	31
111	32
111	50
111	53
111	54
111	56
111	57
111	60
111	61
111	69
111	7
111	70
111	71
111	83
111	9
111	93
111	94
111	95
112	113
112	114
112	127
112	130
112	14
112	141
112	150
112	151
112	158
112	161
112	164
112	192
112	195
112	196
112	49
112	53
112	57
112	60
112	61
112	69
112	7
112	70
112	71
112	74
112	87
113	114
113	158
113	161
113	164
113	196
113	49
113	53
113	57
113	7
113	71
114	12
114	125
114	127
114	130
114	131
114	132
114	136
114	14
114	141
114	142
114	146
114	151
114	158
114	161
114	164
114	18
114	183
114	190
114	192
114	193
114	195
114	196
114	49
114	50
114	53
114	56
114	57
114	60
114	61
114	69
114	7
114	70
114	71
114	74
114	83
114	87
114	88
114	93
114	94
115	148
115	152
115	153
115	157
115	167
115	172
115	3
116	117
116	118
116	119
116	121
116	122
116	134
116	135
116	137
116	153
116	168
116	179
116	181
116	33
116	38
116	39
116	40
116	71
116	9
116	91
117	118
117	121
117	122
117	137
117	153
117	168
117	179
117	183
117	25
117	71
117	9
118	121
118	122
118	125
118	129
118	132
118	136
118	137
118	142
118	143
118	146
118	153
118	168
118	170
118	174
118	175
118	177
118	183
118	190
118	192
118	193
118	194
118	43
118	49
118	59
118	60
118	69
118	70
118	71
118	79
118	8
118	82
118	83
118	84
118	89
118	9
118	93
118	94
118	99
119	120
119	134
119	135
119	179
119	33
119	38
119	40
119	91
12	129
12	170
12	18
12	19
12	194
12	195
12	196
12	197
12	31
12	49
12	53
12	54
12	55
12	56
12	57
12	60
12	61
12	71
12	73
12	83
121	122
121	125
121	132
121	136
121	137
121	142
121	143
121	146
121	153
121	158
121	168
121	174
121	175
121	177
121	183
121	190
121	192
121	193
121	196
121	43
121	49
121	57
121	59
121	60
121	69
121	70
121	71
121	8
121	82
121	83
121	89
121	9
121	93
121	94
121	99
122	123
122	125
122	131
122	132
122	135
122	136
122	137
122	143
122	146
122	153
122	154
122	168
122	171
122	179
122	190
122	192
122	193
122	32
122	33
122	35
122	40
122	43
122	44
122	58
122	59
122	60
122	62
122	63
122	64
122	65
122	66
122	69
122	7
122	70
122	71
122	82
122	9
122	93
122	94
122	95
122	98
122	99
123	131
123	132
123	135
123	154
123	162
123	168
123	179
123	183
123	187
123	188
123	31
123	32
123	33
123	35
123	40
123	42
123	44
123	46
123	50
123	58
123	60
123	61
123	62
123	63
123	64
123	65
123	66
123	81
123	98
123	99
124	128
124	138
124	140
124	153
124	176
124	184
124	198
124	26
124	28
124	29
124	5
124	77
124	86
124	90
124	96
124	97
125	130
125	132
125	136
125	142
125	146
125	151
125	168
125	171
125	175
125	177
125	183
125	190
125	192
125	193
125	49
125	54
125	60
125	69
125	7
125	70
125	90
125	93
125	94
125	95
125	96
126	128
126	136
126	144
126	147
126	149
126	153
126	167
126	172
126	174
126	27
126	29
126	5
126	51
126	75
126	76
126	79
126	96
127	130
127	136
127	14
127	141
127	142
127	150
127	151
127	158
127	164
127	171
127	174
127	178
127	185
127	192
127	195
127	49
127	60
127	61
127	67
127	69
127	7
127	70
127	83
127	89
127	93
127	95
128	13
128	136
128	138
128	140
128	144
128	147
128	149
128	153
128	155
128	156
128	167
128	169
128	172
128	173
128	176
128	18
128	184
128	189
128	191
128	192
128	26
128	27
128	28
128	29
128	5
128	51
128	73
128	75
128	76
128	77
128	79
128	85
128	86
128	88
128	90
128	96
128	97
129	136
129	170
129	175
129	18
129	183
129	19
129	194
129	195
129	196
129	197
129	31
129	36
129	53
129	54
129	55
129	56
129	57
129	60
129	61
129	7
129	84
13	140
13	147
13	148
13	149
13	153
13	155
13	156
13	167
13	169
13	172
13	173
13	176
13	189
13	191
13	25
13	26
13	28
13	4
13	5
13	73
13	85
13	86
13	92
130	136
130	14
130	141
130	146
130	150
130	151
130	158
130	161
130	164
130	177
130	185
130	186
130	19
130	190
130	192
130	193
130	194
130	195
130	49
130	54
130	57
130	60
130	61
130	69
130	7
130	70
130	87
130	93
130	94
130	96
131	132
131	135
131	136
131	139
131	154
131	158
131	164
131	168
131	170
131	171
131	174
131	178
131	179
131	18
131	182
131	183
131	194
131	196
131	197
131	22
131	32
131	33
131	35
131	40
131	43
131	44
131	46
131	50
131	53
131	56
131	58
131	60
131	62
131	63
131	64
131	65
131	66
131	8
131	81
131	83
131	88
131	95
131	98
131	99
132	135
132	136
132	141
132	142
132	146
132	154
132	158
132	164
132	166
132	168
132	170
132	171
132	174
132	178
132	179
132	18
132	182
132	183
132	187
132	190
132	192
132	193
132	194
132	196
132	197
132	22
132	24
132	32
132	33
132	35
132	40
132	43
132	44
132	46
132	50
132	53
132	56
132	58
132	60
132	62
132	63
132	64
132	65
132	66
132	68
132	69
132	7
132	70
132	8
132	81
132	83
132	88
132	89
132	93
132	94
132	95
132	98
132	99
133	155
133	156
133	167
133	180
133	37
133	90
134	135
134	159
134	179
134	195
134	33
134	38
134	40
134	67
134	83
134	84
134	91
135	139
135	154
135	159
135	162
135	166
135	168
135	171
135	179
135	187
135	189
135	195
135	23
135	32
135	33
135	35
135	38
135	40
135	44
135	58
135	60
135	62
135	63
135	64
135	65
135	66
135	67
135	68
135	80
135	83
135	84
135	9
135	91
135	95
135	98
135	99
136	137
136	138
136	140
136	141
136	142
136	143
136	144
136	146
136	147
136	149
136	150
136	151
136	158
136	161
136	162
136	163
136	164
136	167
136	168
136	17
136	170
136	171
136	172
136	174
136	175
136	177
136	178
136	18
136	182
136	183
136	184
136	185
136	188
136	19
136	190
136	191
136	192
136	193
136	194
136	196
136	197
136	20
136	22
136	24
136	29
136	41
136	42
136	43
136	45
136	49
136	5
136	51
136	57
136	59
136	60
136	65
136	66
136	67
136	69
136	7
136	70
136	73
136	75
136	76
136	77
136	78
136	79
136	8
136	81
136	82
136	83
136	84
136	86
136	88
136	89
136	90
136	93
136	94
136	95
136	96
136	97
136	98
136	99
137	153
137	158
137	168
137	188
137	20
137	71
137	78
137	83
137	9
138	145
138	147
138	149
138	155
138	167
138	169
138	172
138	173
138	178
138	26
138	28
138	29
138	4
138	5
138	77
138	86
138	90
138	96
138	97
139	162
139	179
139	189
139	23
139	32
139	38
139	44
139	50
139	64
139	65
139	66
139	80
139	9
139	91
14	141
14	150
14	151
14	158
14	161
14	164
14	185
14	186
14	192
14	194
14	195
14	2
14	54
14	60
14	61
14	69
14	7
14	70
14	87
14	96
140	147
140	149
140	153
140	155
140	156
140	167
140	169
140	172
140	173
140	176
140	18
140	184
140	189
140	191
140	198
140	26
140	28
140	29
140	5
140	73
140	77
140	85
140	86
140	88
140	90
140	96
141	142
141	151
141	158
141	171
141	174
141	192
141	195
141	60
141	61
141	69
141	7
141	70
141	83
141	89
141	95
142	143
142	149
142	150
142	158
142	161
142	164
142	168
142	171
142	174
142	185
142	193
142	196
142	49
142	57
142	60
142	69
142	70
142	79
142	8
142	83
142	89
142	95
142	96
143	174
143	43
143	49
143	59
143	69
143	70
143	73
143	79
143	82
143	88
143	99
144	147
144	149
144	153
144	172
144	174
144	198
144	27
144	29
144	5
144	51
144	75
144	76
144	79
144	96
145	167
146	151
146	168
146	171
146	175
146	177
146	183
146	190
146	192
146	193
146	54
146	60
146	69
146	7
146	70
146	93
146	94
146	95
147	149
147	153
147	156
147	167
147	169
147	172
147	173
147	174
147	176
147	18
147	184
147	189
147	191
147	26
147	27
147	28
147	29
147	4
147	5
147	51
147	73
147	75
147	76
147	77
147	79
147	85
147	86
147	88
147	90
147	96
147	97
148	153
148	25
148	92
149	150
149	153
149	155
149	156
149	160
149	163
149	167
149	169
149	172
149	173
149	174
149	176
149	178
149	18
149	181
149	184
149	189
149	191
149	194
149	195
149	25
149	26
149	27
149	28
149	29
149	39
149	49
149	5
149	51
149	53
149	54
149	67
149	73
149	75
149	76
149	77
149	79
149	83
149	85
149	86
149	88
149	89
149	90
149	96
149	97
15	16
15	24
15	48
15	81
15	91
150	151
150	158
150	161
150	164
150	170
150	178
150	185
150	186
150	192
150	194
150	195
150	196
150	2
150	36
150	49
150	53
150	54
150	55
150	56
150	60
150	67
150	69
150	7
150	70
150	71
150	72
150	74
150	81
150	83
150	87
150	96
151	158
151	177
151	185
151	190
151	192
151	193
151	195
151	60
151	61
151	69
151	7
151	70
152	157
152	6
153	163
153	167
153	168
153	172
153	181
153	198
153	25
153	26
153	27
153	28
153	29
